,date,num_restrictions
114,2020-06-23,4
115,2020-06-24,4
116,2020-06-25,4
117,2020-06-26,4
118,2020-06-27,4
119,2020-06-28,4
120,2020-06-29,4
121,2020-06-30,4
122,2020-07-01,4
123,2020-07-02,4
124,2020-07-03,4
125,2020-07-04,1
126,2020-07-05,1
127,2020-07-06,1
128,2020-07-07,1
129,2020-07-08,1
130,2020-07-09,1
131,2020-07-10,1
132,2020-07-11,1
133,2020-07-12,1
134,2020-07-13,1
135,2020-07-14,1
136,2020-07-15,1
137,2020-07-16,1
138,2020-07-17,1
139,2020-07-18,1
140,2020-07-19,1
141,2020-07-20,1
142,2020-07-21,1
143,2020-07-22,1
144,2020-07-23,1
145,2020-07-24,1
146,2020-07-25,1
147,2020-07-26,1
148,2020-07-27,1
149,2020-07-28,1
150,2020-07-29,1
151,2020-07-30,1
152,2020-07-31,1
153,2020-08-01,0
154,2020-08-02,0
155,2020-08-03,1
156,2020-08-04,1
157,2020-08-05,1
158,2020-08-06,1
159,2020-08-07,1
160,2020-08-08,1
161,2020-08-09,1
162,2020-08-10,1
163,2020-08-11,1
164,2020-08-12,1
165,2020-08-13,1
166,2020-08-14,1
167,2020-08-15,1
168,2020-08-16,1
169,2020-08-17,1
170,2020-08-18,1
171,2020-08-19,1
172,2020-08-20,1
173,2020-08-21,1
174,2020-08-22,1
175,2020-08-23,1
176,2020-08-24,1
177,2020-08-25,1
178,2020-08-26,1
179,2020-08-27,1
180,2020-08-28,1
181,2020-08-29,1
182,2020-08-30,1
183,2020-08-31,0
184,2020-09-01,0
185,2020-09-02,0
186,2020-09-03,0
187,2020-09-04,0
188,2020-09-05,0
189,2020-09-06,0
190,2020-09-07,0
191,2020-09-08,0
192,2020-09-09,0
193,2020-09-10,0
194,2020-09-11,0
195,2020-09-12,0
196,2020-09-13,0
197,2020-09-14,1
198,2020-09-15,1
199,2020-09-16,1
200,2020-09-17,1
201,2020-09-18,1
202,2020-09-19,1
203,2020-09-20,1
204,2020-09-21,1
205,2020-09-22,2
206,2020-09-23,2
207,2020-09-24,3
208,2020-09-25,3
209,2020-09-26,3
210,2020-09-27,3
211,2020-09-28,3
212,2020-09-29,3
213,2020-09-30,3
214,2020-10-01,3
215,2020-10-02,3
216,2020-10-03,3
217,2020-10-04,3
218,2020-10-05,3
219,2020-10-06,3
220,2020-10-07,3
221,2020-10-08,3
222,2020-10-09,3
223,2020-10-10,3
224,2020-10-11,3
225,2020-10-12,3
226,2020-10-13,3
227,2020-10-14,3
228,2020-10-15,3
229,2020-10-16,3
230,2020-10-17,3
231,2020-10-18,3
232,2020-10-19,3
233,2020-10-20,3
234,2020-10-21,3
235,2020-10-22,3
236,2020-10-23,3
237,2020-10-24,3
238,2020-10-25,3
239,2020-10-26,3
240,2020-10-27,3
241,2020-10-28,3
242,2020-10-29,3
243,2020-10-30,3
244,2020-10-31,3
245,2020-11-01,3
246,2020-11-02,3
247,2020-11-03,3
248,2020-11-04,3
249,2020-11-05,6
250,2020-11-06,6
251,2020-11-07,6
252,2020-11-08,6
253,2020-11-09,6
254,2020-11-10,6
255,2020-11-11,6
256,2020-11-12,6
257,2020-11-13,6
258,2020-11-14,6
259,2020-11-15,6
260,2020-11-16,6
261,2020-11-17,6
262,2020-11-18,6
263,2020-11-19,6
264,2020-11-20,6
265,2020-11-21,6
266,2020-11-22,6
267,2020-11-23,6
268,2020-11-24,6
269,2020-11-25,6
270,2020-11-26,6
271,2020-11-27,6
272,2020-11-28,6
273,2020-11-29,6
274,2020-11-30,6
275,2020-12-01,6
276,2020-12-02,3
277,2020-12-03,3
278,2020-12-04,3
279,2020-12-05,3
280,2020-12-06,3
281,2020-12-07,3
282,2020-12-08,3
283,2020-12-09,3
284,2020-12-10,3
285,2020-12-11,3
286,2020-12-12,3
287,2020-12-13,3
288,2020-12-14,3
289,2020-12-15,3
290,2020-12-16,4
291,2020-12-17,4
292,2020-12-18,4
293,2020-12-19,4
294,2020-12-20,6
295,2020-12-21,6
296,2020-12-22,6
297,2020-12-23,6
298,2020-12-24,6
299,2020-12-25,6
300,2020-12-26,6
301,2020-12-27,6
302,2020-12-28,6
303,2020-12-29,6
304,2020-12-30,6
305,2020-12-31,6
306,2021-01-01,6
307,2021-01-02,6
308,2021-01-03,6
309,2021-01-04,6
310,2021-01-05,7
311,2021-01-06,7
312,2021-01-07,7
313,2021-01-08,7
314,2021-01-09,7
315,2021-01-10,7
316,2021-01-11,7
317,2021-01-12,7
318,2021-01-13,7
319,2021-01-14,7
320,2021-01-15,7
321,2021-01-16,7
322,2021-01-17,7
323,2021-01-18,7
324,2021-01-19,7
325,2021-01-20,7
326,2021-01-21,7
327,2021-01-22,7
328,2021-01-23,7
329,2021-01-24,7
330,2021-01-25,7
331,2021-01-26,7
332,2021-01-27,7
333,2021-01-28,7
334,2021-01-29,7
335,2021-01-30,7
336,2021-01-31,7
337,2021-02-01,7
338,2021-02-02,7
339,2021-02-03,7
340,2021-02-04,7
341,2021-02-05,7
342,2021-02-06,7
343,2021-02-07,7
344,2021-02-08,7
345,2021-02-09,7
346,2021-02-10,7
347,2021-02-11,7
348,2021-02-12,7
349,2021-02-13,7
350,2021-02-14,7
351,2021-02-15,7
352,2021-02-16,7
353,2021-02-17,7
354,2021-02-18,7
355,2021-02-19,7
356,2021-02-20,7
357,2021-02-21,7
358,2021-02-22,7
359,2021-02-23,7
360,2021-02-24,7
361,2021-02-25,7
362,2021-02-26,7
363,2021-02-27,7
364,2021-02-28,7
365,2021-03-01,7
366,2021-03-02,7
367,2021-03-03,7
368,2021-03-04,7
369,2021-03-05,7
370,2021-03-06,7
371,2021-03-07,7
372,2021-03-08,6
373,2021-03-09,6
374,2021-03-10,6
375,2021-03-11,6
376,2021-03-12,6
377,2021-03-13,6
378,2021-03-14,6
379,2021-03-15,6
380,2021-03-16,6
381,2021-03-17,6
382,2021-03-18,6
383,2021-03-19,6
384,2021-03-20,6
385,2021-03-21,6
386,2021-03-22,6
387,2021-03-23,6
388,2021-03-24,6
389,2021-03-25,6
390,2021-03-26,6
391,2021-03-27,6
392,2021-03-28,6
393,2021-03-29,5
394,2021-03-30,5
395,2021-03-31,5
396,2021-04-01,5
397,2021-04-02,5
398,2021-04-03,5
399,2021-04-04,5
400,2021-04-05,5
401,2021-04-06,5
402,2021-04-07,5
403,2021-04-08,5
404,2021-04-09,5
405,2021-04-10,5
406,2021-04-11,5
407,2021-04-12,2
408,2021-04-13,2
409,2021-04-14,2
410,2021-04-15,2
411,2021-04-16,2
412,2021-04-17,2
413,2021-04-18,2
414,2021-04-19,2
415,2021-04-20,2
416,2021-04-21,2
417,2021-04-22,2
418,2021-04-23,2
419,2021-04-24,2
420,2021-04-25,2
421,2021-04-26,2
422,2021-04-27,2
423,2021-04-28,2
424,2021-04-29,2
425,2021-04-30,2
426,2021-05-01,2
427,2021-05-02,2
428,2021-05-03,2
429,2021-05-04,2
430,2021-05-05,2
431,2021-05-06,2
432,2021-05-07,2
433,2021-05-08,2
434,2021-05-09,2
435,2021-05-10,2
436,2021-05-11,2
437,2021-05-12,2
438,2021-05-13,2
439,2021-05-14,2
440,2021-05-15,2
441,2021-05-16,2
442,2021-05-17,2
443,2021-05-18,2
444,2021-05-19,2
445,2021-05-20,2
446,2021-05-21,2
447,2021-05-22,2
448,2021-05-23,2
449,2021-05-24,2
450,2021-05-25,2
451,2021-05-26,2
452,2021-05-27,2
453,2021-05-28,2
454,2021-05-29,2
455,2021-05-30,2
456,2021-05-31,2
457,2021-06-01,2
458,2021-06-02,2
459,2021-06-03,2
460,2021-06-04,2
461,2021-06-05,2
462,2021-06-06,2
463,2021-06-07,2
464,2021-06-08,2
465,2021-06-09,2
466,2021-06-10,2
467,2021-06-11,2
468,2021-06-12,2
469,2021-06-13,2
470,2021-06-14,2
471,2021-06-15,2
472,2021-06-16,2
473,2021-06-17,2
474,2021-06-18,2
475,2021-06-19,2
476,2021-06-20,2
477,2021-06-21,2
478,2021-06-22,2
479,2021-06-23,2
480,2021-06-24,2
481,2021-06-25,2
482,2021-06-26,2
483,2021-06-27,2
484,2021-06-28,2
485,2021-06-29,2
486,2021-06-30,2
487,2021-07-01,2
488,2021-07-02,2
489,2021-07-03,2
490,2021-07-04,2
491,2021-07-05,2
492,2021-07-06,2
493,2021-07-07,2
494,2021-07-08,2
495,2021-07-09,2
496,2021-07-10,2
497,2021-07-11,2
498,2021-07-12,2
499,2021-07-13,2
500,2021-07-14,2
501,2021-07-15,2
502,2021-07-16,2
503,2021-07-17,2
504,2021-07-18,2
505,2021-07-19,0
506,2021-07-20,0
507,2021-07-21,0
508,2021-07-22,0
509,2021-07-23,0
510,2021-07-24,0
511,2021-07-25,0
512,2021-07-26,0
513,2021-07-27,0
514,2021-07-28,0
515,2021-07-29,0
516,2021-07-30,0
517,2021-07-31,0
518,2021-08-01,0
519,2021-08-02,0
520,2021-08-03,0
521,2021-08-04,0
522,2021-08-05,0
523,2021-08-06,0
524,2021-08-07,0
525,2021-08-08,0
526,2021-08-09,0
527,2021-08-10,0
528,2021-08-11,0
529,2021-08-12,0
530,2021-08-13,0
531,2021-08-14,0
532,2021-08-15,0
533,2021-08-16,0
534,2021-08-17,0
535,2021-08-18,0
536,2021-08-19,0
537,2021-08-20,0
538,2021-08-21,0
539,2021-08-22,0
540,2021-08-23,0
541,2021-08-24,0
542,2021-08-25,0
543,2021-08-26,0
544,2021-08-27,0
545,2021-08-28,0
546,2021-08-29,0
547,2021-08-30,0
548,2021-08-31,0
549,2021-09-01,0
550,2021-09-02,0
551,2021-09-03,0
552,2021-09-04,0
553,2021-09-05,0
554,2021-09-06,0
555,2021-09-07,0
556,2021-09-08,0
557,2021-09-09,0
558,2021-09-10,0
559,2021-09-11,0
560,2021-09-12,0
561,2021-09-13,0
562,2021-09-14,0
563,2021-09-15,0
564,2021-09-16,0
565,2021-09-17,0
566,2021-09-18,0
567,2021-09-19,0
568,2021-09-20,0
569,2021-09-21,0
570,2021-09-22,0
571,2021-09-23,0
572,2021-09-24,0
573,2021-09-25,0
574,2021-09-26,0
575,2021-09-27,0
576,2021-09-28,0
577,2021-09-29,0
578,2021-09-30,0
579,2021-10-01,0
580,2021-10-02,0
581,2021-10-03,0
582,2021-10-04,0
583,2021-10-05,0
584,2021-10-06,0
585,2021-10-07,0
586,2021-10-08,0
587,2021-10-09,0
588,2021-10-10,0
589,2021-10-11,0
590,2021-10-12,0
591,2021-10-13,0
592,2021-10-14,0
593,2021-10-15,0
594,2021-10-16,0
595,2021-10-17,0
596,2021-10-18,0
597,2021-10-19,0
598,2021-10-20,0
599,2021-10-21,0
600,2021-10-22,0
601,2021-10-23,0
602,2021-10-24,0
603,2021-10-25,0
604,2021-10-26,0
605,2021-10-27,0
606,2021-10-28,0
607,2021-10-29,0
608,2021-10-30,0
609,2021-10-31,0
610,2021-11-01,0
611,2021-11-02,0
612,2021-11-03,0
613,2021-11-04,0
614,2021-11-05,0
615,2021-11-06,0
616,2021-11-07,0
617,2021-11-08,0
618,2021-11-09,0
619,2021-11-10,0
620,2021-11-11,0
621,2021-11-12,0
622,2021-11-13,0
623,2021-11-14,0
624,2021-11-15,0
625,2021-11-16,0
626,2021-11-17,0
627,2021-11-18,0
628,2021-11-19,0
629,2021-11-20,0
630,2021-11-21,0
631,2021-11-22,0
632,2021-11-23,0
633,2021-11-24,0
634,2021-11-25,0
635,2021-11-26,0
636,2021-11-27,0
637,2021-11-28,0
638,2021-11-29,0
639,2021-11-30,0
640,2021-12-01,0
641,2021-12-02,0
642,2021-12-03,0
643,2021-12-04,0
644,2021-12-05,0
645,2021-12-06,0
646,2021-12-07,0
647,2021-12-08,0
648,2021-12-09,0
649,2021-12-10,0
650,2021-12-11,0
651,2021-12-12,0
652,2021-12-13,0
653,2021-12-13,1
654,2021-12-14,1
655,2021-12-15,1
656,2021-12-16,1
657,2021-12-17,1
658,2021-12-18,1
659,2021-12-19,1
660,2021-12-20,1
661,2021-12-21,1
662,2021-12-22,1
663,2021-12-23,1
664,2021-12-24,1
665,2021-12-25,1
666,2021-12-26,1
667,2021-12-27,1
668,2021-12-28,1
669,2021-12-29,1
670,2021-12-30,1
671,2021-12-31,1
672,2022-01-01,1
673,2022-01-02,1
674,2022-01-03,1
675,2022-01-04,1
676,2022-01-05,1
677,2022-01-06,1
678,2022-01-07,1
679,2022-01-08,1
680,2022-01-09,1
681,2022-01-10,1
682,2022-01-11,1
683,2022-01-12,1
684,2022-01-13,1
685,2022-01-14,1
686,2022-01-15,1
687,2022-01-16,1
688,2022-01-17,1
689,2022-01-18,1
690,2022-01-19,1
691,2022-01-20,1
692,2022-01-21,1
693,2022-01-22,1
694,2022-01-23,1
695,2022-01-24,1
696,2022-01-25,1
697,2022-01-26,1
698,2022-01-27,1
699,2022-01-28,1
700,2022-01-29,1
701,2022-01-30,1
702,2022-01-31,1
703,2022-02-01,1
704,2022-02-02,1
705,2022-02-03,1
706,2022-02-04,1
707,2022-02-05,1
708,2022-02-06,1
709,2022-02-07,1
710,2022-02-08,1
711,2022-02-09,1
712,2022-02-10,1
713,2022-02-11,1
714,2022-02-12,1
715,2022-02-13,1
716,2022-02-14,1
717,2022-02-15,1
718,2022-02-16,1
719,2022-02-17,1
720,2022-02-18,1
721,2022-02-19,1
722,2022-02-20,1
723,2022-02-21,1
724,2022-02-22,1
725,2022-02-23,1
726,2022-02-24,1
727,2022-02-25,1
728,2022-02-26,1
729,2022-02-27,1
730,2022-02-28,1
731,2022-03-01,1
732,2022-03-02,1
733,2022-03-03,1
734,2022-03-04,1
735,2022-03-05,1
736,2022-03-06,1
737,2022-03-07,1
738,2022-03-08,1
739,2022-03-09,1
740,2022-03-10,1
741,2022-03-11,1
742,2022-03-12,1
743,2022-03-13,1
744,2022-03-14,1
745,2022-03-15,1
746,2022-03-16,1
747,2022-03-17,1
748,2022-03-18,1
749,2022-03-19,1
750,2022-03-20,1
751,2022-03-21,1
752,2022-03-22,1
753,2022-03-23,1
754,2022-03-24,1
755,2022-03-25,1
756,2022-03-26,1
757,2022-03-27,1
758,2022-03-28,1
759,2022-03-29,1
760,2022-03-30,1
761,2022-03-31,1
762,2022-04-01,1
763,2022-04-02,1
764,2022-04-03,1
765,2022-04-04,1
766,2022-04-05,1
767,2022-04-06,1
768,2022-04-07,1
769,2022-04-08,1
770,2022-04-09,1
771,2022-04-10,1
772,2022-04-11,1
773,2022-04-12,1
774,2022-04-13,1
775,2022-04-14,1
776,2022-04-15,1
777,2022-04-16,1
778,2022-04-17,1
779,2022-04-18,1
780,2022-04-19,1
781,2022-04-20,1
782,2022-04-21,1
783,2022-04-22,1
784,2022-04-23,1
785,2022-04-24,1
786,2022-04-25,1
787,2022-04-26,1
788,2022-04-27,1
789,2022-04-28,1
790,2022-04-29,1
791,2022-04-30,1
792,2022-05-01,1
793,2022-05-02,1
794,2022-05-03,1
795,2022-05-04,1
796,2022-05-05,1
797,2022-05-06,1
798,2022-05-07,1
799,2022-05-08,1
800,2022-05-09,1
801,2022-05-10,1
802,2022-05-11,1
803,2022-05-12,1
804,2022-05-13,1
805,2022-05-14,1
806,2022-05-15,1
807,2022-05-16,1
808,2022-05-17,1
809,2022-05-18,1
810,2022-05-19,1
811,2022-05-20,1
812,2022-05-21,1
813,2022-05-22,1
814,2022-05-23,1
815,2022-05-24,1
816,2022-05-25,1
817,2022-05-26,1
818,2022-05-27,1
819,2022-05-28,1
820,2022-05-29,1
821,2022-05-30,1
822,2022-05-31,1
823,2022-06-01,1
824,2022-06-02,1
825,2022-06-03,1
826,2022-06-04,1
827,2022-06-05,1
828,2022-06-06,1
829,2022-06-07,1
830,2022-06-08,1
831,2022-06-09,1
832,2022-06-10,1
833,2022-06-11,1
834,2022-06-12,1
835,2022-06-13,1
836,2022-06-14,1
837,2022-06-15,1
838,2022-06-16,1
839,2022-06-17,1
840,2022-06-18,1
841,2022-06-19,1
842,2022-06-20,1
843,2022-06-21,1
844,2022-06-22,1
845,2022-06-23,1
846,2022-06-24,1
847,2022-06-25,1
848,2022-06-26,1
849,2022-06-27,1
850,2022-06-28,1
851,2022-06-29,1
852,2022-06-30,1
853,2022-07-01,1
854,2022-07-02,1
855,2022-07-03,1
856,2022-07-04,1
857,2022-07-05,1
858,2022-07-06,1
859,2022-07-07,1
860,2022-07-08,1
861,2022-07-09,1
862,2022-07-10,1
863,2022-07-11,1
864,2022-07-12,1
865,2022-07-13,1
866,2022-07-14,1
867,2022-07-15,1
868,2022-07-16,1
869,2022-07-17,1
870,2022-07-18,1
871,2022-07-19,1
872,2022-07-20,1
873,2022-07-21,1
874,2022-07-22,1
875,2022-07-23,1
876,2022-07-24,1
877,2022-07-25,1
878,2022-07-26,1
879,2022-07-27,1
880,2022-07-28,1
881,2022-07-29,1
882,2022-07-30,1
883,2022-07-31,1
884,2022-08-01,1
885,2022-08-02,1
886,2022-08-03,1
887,2022-08-04,1
888,2022-08-05,1
889,2022-08-06,1
890,2022-08-07,1
891,2022-08-08,1
892,2022-08-09,1
893,2022-08-10,1
894,2022-08-11,1
895,2022-08-12,1
896,2022-08-13,1
897,2022-08-14,1
898,2022-08-15,1
899,2022-08-16,1
900,2022-08-17,1
901,2022-08-18,1
902,2022-08-19,1
903,2022-08-20,1
904,2022-08-21,1
905,2022-08-22,1
906,2022-08-23,1
907,2022-08-24,1
908,2022-08-25,1
909,2022-08-26,1
910,2022-08-27,1
911,2022-08-28,1
912,2022-08-29,1
913,2022-08-30,1
914,2022-08-31,1
915,2022-09-01,1
916,2022-09-02,1
917,2022-09-03,1
918,2022-09-04,1
919,2022-09-05,1
920,2022-09-06,1
921,2022-09-07,1
922,2022-09-08,1
923,2022-09-09,1
924,2022-09-10,1
925,2022-09-11,1
926,2022-09-12,1
927,2022-09-13,1
928,2022-09-14,1
929,2022-09-15,1
930,2022-09-16,1
931,2022-09-17,1
932,2022-09-18,1
933,2022-09-19,1
934,2022-09-20,1
935,2022-09-21,1
936,2022-09-22,1
937,2022-09-23,1
938,2022-09-24,1
939,2022-09-25,1
940,2022-09-26,1
941,2022-09-27,1
942,2022-09-28,1
943,2022-09-29,1
944,2022-09-30,1
945,2022-10-01,1
946,2022-10-02,1
947,2022-10-03,1
948,2022-10-04,1
949,2022-10-05,1
950,2022-10-06,1
951,2022-10-07,1
952,2022-10-08,1
953,2022-10-09,1
954,2022-10-10,1
955,2022-10-11,1
956,2022-10-12,1
957,2022-10-13,1
958,2022-10-14,1
959,2022-10-15,1
960,2022-10-16,1
961,2022-10-17,1
962,2022-10-18,1
963,2022-10-19,1
964,2022-10-20,1
965,2022-10-21,1
966,2022-10-22,1
967,2022-10-23,1
968,2022-10-24,1
969,2022-10-25,1
970,2022-10-26,1
971,2022-10-27,1
972,2022-10-28,1
973,2022-10-29,1
974,2022-10-30,1
975,2022-10-31,1
976,2022-11-01,1
977,2022-11-02,1
978,2022-11-03,1
979,2022-11-04,1
980,2022-11-05,1
981,2022-11-06,1
982,2022-11-07,1
983,2022-11-08,1
984,2022-11-09,1
985,2022-11-10,1
986,2022-11-11,1
987,2022-11-12,1
988,2022-11-13,1
989,2022-11-14,1
990,2022-11-15,1
991,2022-11-16,1
992,2022-11-17,1
993,2022-11-18,1
994,2022-11-19,1
995,2022-11-20,1
996,2022-11-21,1
997,2022-11-22,1
998,2022-11-23,1
999,2022-11-24,1
1000,2022-11-25,1
1001,2022-11-26,1
1002,2022-11-27,1
1003,2022-11-28,1
1004,2022-11-29,1
1005,2022-11-30,1
1006,2022-12-01,1
1007,2022-12-02,1
1008,2022-12-03,1
1009,2022-12-04,1
1010,2022-12-05,1
1011,2022-12-06,1
1012,2022-12-07,1
1013,2022-12-08,1
1014,2022-12-09,1
1015,2022-12-10,1
1016,2022-12-11,1
1017,2022-12-12,1
1018,2022-12-13,1
1019,2022-12-14,1
1020,2022-12-15,1
1021,2022-12-16,1
1022,2022-12-17,1
1023,2022-12-18,1
1024,2022-12-19,1
1025,2022-12-20,1
1026,2022-12-21,1
1027,2022-12-22,1
1028,2022-12-23,1
1029,2022-12-24,1
1030,2022-12-25,1
1031,2022-12-26,1
1032,2022-12-27,1
1033,2022-12-28,1
1034,2022-12-29,1
1035,2022-12-30,1
1036,2022-12-31,1
1037,2023-01-01,1
1038,2023-01-02,1
1039,2023-01-03,1
1040,2023-01-04,1
1041,2023-01-05,1
1042,2023-01-06,1
1043,2023-01-07,1
1044,2023-01-08,1
1045,2023-01-09,1
1046,2023-01-10,1
1047,2023-01-11,1
1048,2023-01-12,1
1049,2023-01-13,1
1050,2023-01-14,1
1051,2023-01-15,1
1052,2023-01-16,1
1053,2023-01-17,1
1054,2023-01-18,1
1055,2023-01-19,1
1056,2023-01-20,1
1057,2023-01-21,1
1058,2023-01-22,1
1059,2023-01-23,1
1060,2023-01-24,1
1061,2023-01-25,1
1062,2023-01-26,1
1063,2023-01-27,1
1064,2023-01-28,1
1065,2023-01-29,1
1066,2023-01-30,1
1067,2023-01-31,1
1068,2023-02-01,1
1069,2023-02-02,1
1070,2023-02-03,1
1071,2023-02-04,1
1072,2023-02-05,1
1073,2023-02-06,1
1074,2023-02-07,1
1075,2023-02-08,1
1076,2023-02-09,1
1077,2023-02-10,1
1078,2023-02-11,1
1079,2023-02-12,1
1080,2023-02-13,1
1081,2023-02-14,1
1082,2023-02-15,1
1083,2023-02-16,1
1084,2023-02-17,1
1085,2023-02-18,1
1086,2023-02-19,1
1087,2023-02-20,1
1088,2023-02-21,1
1089,2023-02-22,1
1090,2023-02-23,1
1091,2023-02-24,1
1092,2023-02-25,1
1093,2023-02-26,1
1094,2023-02-27,1
1095,2023-02-28,1
1096,2023-03-01,1
1097,2023-03-02,1
1098,2023-03-03,1
1099,2023-03-04,1
1100,2023-03-05,1
1101,2023-03-06,1
1102,2023-03-07,1
1103,2023-03-08,1
1104,2023-03-09,1
1105,2023-03-10,1
1106,2023-03-11,1
1107,2023-03-12,1
1108,2023-03-13,1
1109,2023-03-14,1
1110,2023-03-15,1
1111,2023-03-16,1
1112,2023-03-17,1
1113,2023-03-18,1
1114,2023-03-19,1
1115,2023-03-20,1
1116,2023-03-21,1
1117,2023-03-22,1
1118,2023-03-23,1
1119,2023-03-24,1
1120,2023-03-25,1
1121,2023-03-26,1
1122,2023-03-27,1
1123,2023-03-28,1
1124,2023-03-29,1
1125,2023-03-30,1
1126,2023-03-31,1
1127,2023-04-01,1
1128,2023-04-02,1
1129,2023-04-03,1
1130,2023-04-04,1
1131,2023-04-05,1
1132,2023-04-06,1
1133,2023-04-07,1
1134,2023-04-08,1
1135,2023-04-09,1
1136,2023-04-10,1
1137,2023-04-11,1
1138,2023-04-12,1
1139,2023-04-13,1
1140,2023-04-14,1
1141,2023-04-15,1
1142,2023-04-16,1
1143,2023-04-17,1
1144,2023-04-18,1
1145,2023-04-19,1
1146,2023-04-20,1
1147,2023-04-21,1
1148,2023-04-22,1
1149,2023-04-23,1
1150,2023-04-24,1
1151,2023-04-25,1
1152,2023-04-26,1
1153,2023-04-27,1
1154,2023-04-28,1
1155,2023-04-29,1
1156,2023-04-30,1
1157,2023-05-01,1
1158,2023-05-02,1
1159,2023-05-03,1
1160,2023-05-04,1
1161,2023-05-05,1
1162,2023-05-06,1
1163,2023-05-07,1
1164,2023-05-08,1
1165,2023-05-09,1
1166,2023-05-10,1
1167,2023-05-11,1
1168,2023-05-12,1
1169,2023-05-13,1
1170,2023-05-14,1
1171,2023-05-15,1
1172,2023-05-16,1
1173,2023-05-17,1
1174,2023-05-18,1
1175,2023-05-19,1
1176,2023-05-20,1
1177,2023-05-21,1
1178,2023-05-22,1
1179,2023-05-23,1
1180,2023-05-24,1
1181,2023-05-25,1
1182,2023-05-26,1
1183,2023-05-27,1
1184,2023-05-28,1
1185,2023-05-29,1
1186,2023-05-30,1
1187,2023-05-31,1
1188,2023-06-01,1
1189,2023-06-02,1
1190,2023-06-03,1
1191,2023-06-04,1
1192,2023-06-05,1
1193,2023-06-06,1
1194,2023-06-07,1
1195,2023-06-08,1
1196,2023-06-09,1
1197,2023-06-10,1
1198,2023-06-11,1
1199,2023-06-12,1
1200,2023-06-13,1
1201,2023-06-14,1
1202,2023-06-15,1
1203,2023-06-16,1
1204,2023-06-17,1
1205,2023-06-18,1
1206,2023-06-19,1
1207,2023-06-20,1
1208,2023-06-21,1
1209,2023-06-22,1
1210,2023-06-23,1
1211,2023-06-24,1
1212,2023-06-25,1
1213,2023-06-26,1
1214,2023-06-27,1
1215,2023-06-28,1
1216,2023-06-29,1
1217,2023-06-30,1
1218,2023-07-01,1
1219,2023-07-02,1
1220,2023-07-03,1
1221,2023-07-04,1
1222,2023-07-05,1
1223,2023-07-06,1
1224,2023-07-07,1
1225,2023-07-08,1
1226,2023-07-09,1
1227,2023-07-10,1
1228,2023-07-11,1
1229,2023-07-12,1
1230,2023-07-13,1
1231,2023-07-14,1
1232,2023-07-15,1
1233,2023-07-16,1
1234,2023-07-17,1
1235,2023-07-18,1
1236,2023-07-19,1
1237,2023-07-20,1
1238,2023-07-21,1
1239,2023-07-22,1
1240,2023-07-23,1
1241,2023-07-24,1
1242,2023-07-25,1
1243,2023-07-26,1
1244,2023-07-27,1
1245,2023-07-28,1
1246,2023-07-29,1
1247,2023-07-30,1
